10	1.49353406069744
30	1.53886009880683
50	1.58449653990406
70	1.63031205019243
90	1.67617099326835
110	1.7219347199844
130	1.76746275963207
150	1.81261387893102
170	1.857246989577
190	1.90122189876499
210	1.94439990904021
230	1.98664428333832
250	2.02782059782984
270	2.06779700909342
290	2.10644446329407
310	2.14363687369366
330	2.17925128943551
350	2.21316807380743
370	2.24527110496538
390	2.27544800729391
410	2.30359041794166
430	2.32959429101599
450	2.35336024143014
470	2.37479393102622
490	2.39380650062872
510	2.41031505233451
530	2.42424318600014
550	2.43552159224255
570	2.44408870139135
590	2.44989138407731
610	2.45288569502045
630	2.45303764756947
650	2.45032400297157
670	2.44473305532646
690	2.43626539063778
710	2.42493459616809
730	2.41076789432226
750	2.39380667355436
770	2.37410688752318
790	2.35173929327908
810	2.32678950009177
830	2.29935780304042
850	2.26955877995749
870	2.23752063680431
890	2.2033842948716
910	2.16730222291927
930	2.12943702789507
950	2.08995982849118
970	2.04904844577268
990	2.00688545374549
